date,url,rating,user,opinion
on 26 March 2018,/gp/customer-reviews/R28U4IRALA70W9?ASIN=B01DDP7D6W,5.0,Jagadeesh K.,nice one
on 10 March 2018,/gp/customer-reviews/R2WDDLOP8JO3MO?ASIN=B01DDP7D6W,1.0,Abhirup Roy,Product is of very good quality. However delivery was unprofessional. Experience became bitter due to delivery hazzard.
on 30 December 2017,/gp/customer-reviews/R2I0SH5398DZ9Q?ASIN=B01DDP7D6W,4.0,sayantan,Excellent device under this price range.display is not as vibrant as j7.worth buying it
on 15 January 2018,/gp/customer-reviews/R38DZ33C8OWQBY?ASIN=B01DDP7D6W,5.0,Mradul,Screen guard nhi h pack me camera mst h look bhi mst h 5 star rating for this mobile
on 29 November 2017,/gp/customer-reviews/R1RRLSUSMEGCFI?ASIN=B01DDP7D6W,1.0,shalini,Very baad phone with no guarantee and also its just one month the phone hanges n not working properly
on 18 September 2017,/gp/customer-reviews/R1AWOOX0I8DD11?ASIN=B01DDP7D6W,5.0,Sankha Sen,"Excellent, Awesome performance. It is really more than what I expected."
on 12 January 2017,/gp/customer-reviews/R3M801J8FR6I4T?ASIN=B01DDP7D6W,5.0,AMIT KUMAR,Nice phone.....camera quality better..battery backup excellent..but screen touch not so good..over all fine...
on 3 November 2016,/gp/customer-reviews/R3OWGXUR6RT2ZK?ASIN=B01DDP7D6W,5.0,Rathnesh T ,Good product & super fast delivery that is  with in 15 hourssafely delivered
on 15 February 2018,/gp/customer-reviews/R3SS0DY0QLCXHS?ASIN=B01DDP7D6W,1.0,Dayashankar,Poor quality of phone I have received.We have already 3 phones (on7 phone)  but this one is very low quality of mobile.Please back your phone.
on 25 April 2018,/gp/customer-reviews/R3RP58MCP7TPTU?ASIN=B01DDP7D6W,3.0,Sukumar Dhara,Good produced. But sometime screen tutching problem & heating problem. This mobile last one year useing.
date,url,rating,user,opinion
on 1 June 2018,/gp/customer-reviews/R33GIGPP3YPVDT?ASIN=B01DDP7D6W,5.0,Amazon Customer,"I have been using samsung since beginning, this is a good phone in this budget"
on 18 September 2017,/gp/customer-reviews/RK2M4QG0GQ5FY?ASIN=B01DDP7D6W,5.0,Amazon Customer,Very good quality thanks Amazon
on 7 August 2018,/gp/customer-reviews/R1F5D9JH5B8V8G?ASIN=B01DDP7D6W,5.0,Prabhu Krishnamoorthy,Good
on 23 August 2018,/gp/customer-reviews/RR7SNCP7EDUDN?ASIN=B01DDP7D6W,4.0,Divya,Mobile works Good. No problem in it since I used it for 3 months. But the picture quality is low
on 30 June 2018,/gp/customer-reviews/R2M7SDDO9DKF1L?ASIN=B01DDP7D6W,4.0,THIRUPATHY G,Last one and half year no problem found. Good working condition. If memory and Ram will increase no other options for buying the product
on 18 July 2017,/gp/customer-reviews/R3NZFBYB94K4NZ?ASIN=B01DDP7D6W,5.0,Amazon Customer,Trust of Name- Samsung - Love you.
on 18 June 2018,/gp/customer-reviews/R3NAMO841R86E?ASIN=B01DDP7D6W,4.0,manu pratap,Get it very reasonably....loved it
on 20 July 2018,/gp/customer-reviews/R2MC842WCTQWIO?ASIN=B01DDP7D6W,1.0,Amazon Customer,"Guyz dont buy this product because complete 5 months,touch not working,hanging problem,So my suggestion please dont buy this product."
on 25 February 2018,/gp/customer-reviews/R2J7LKB6S3KFM3?ASIN=B01DDP7D6W,5.0,Ram saxena,Nce
on 7 October 2017,/gp/customer-reviews/RTWKPZKVS8JMH?ASIN=B01DDP7D6W,4.0,Amazon Customer,Nice
date,url,rating,user,opinion
on 26 August 2018,/gp/customer-reviews/R2AR4AC6D4O576?ASIN=B01DDP7D6W,5.0,NASIM CHOUDHURY,Nice product at this price
on 22 August 2016,/gp/customer-reviews/R3EO7FNV1F209D?ASIN=B01DDP7D6W,5.0,Sadikul kamal,super
on 2 September 2018,/gp/customer-reviews/R17AEFMC9YA3TX?ASIN=B01DDP7D6W,3.0,mythreyi,ok. Touch is slow. hangs a lot
on 5 June 2018,/gp/customer-reviews/R387GXSMVF20KK?ASIN=B01DDP7D6W,5.0,Vasan,Very useful budget phone at this cost... very clear for basic use not for high end expectations...
on 10 August 2017,/gp/customer-reviews/R1B67AR15J4A93?ASIN=B01DDP7D6W,4.0,Pawan Kumar Singh,Good and affordable
on 7 October 2017,/gp/customer-reviews/R8MMR3I3XOY9U?ASIN=B01DDP7D6W,5.0,Amazon Customer,It is really very good  product ... paise vasul.
on 27 March 2018,/gp/customer-reviews/RIQW6YY31PALK?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Due to absence of Earphone , it is hard to open FM radio right now .... If Earphone is provided with this package , we all the customer become beneficial ....."
on 18 August 2017,/gp/customer-reviews/R3TE260MBCP21T?ASIN=B01DDP7D6W,3.0,Amazon Customer,"Not great, lots of bloatware"
on 12 March 2018,/gp/customer-reviews/R28R8H68J9LOK7?ASIN=B01DDP7D6W,4.0,Amazon Customer,Superb delivery by amazon and samsung is always the best than the chinese phones. And samsung is the premium phones and have always a good resale value.
on 22 August 2018,/gp/customer-reviews/R1EW0SHQSNGM0F?ASIN=B01DDP7D6W,4.0,Amazon Customer,Good product
date,url,rating,user,opinion
on 3 September 2017,/gp/customer-reviews/R3LW9XASXFX7QV?ASIN=B01DDP7D6W,4.0,Senthil,The same mobile is available for 8190rs at the Samsung official online store.Good mobile for basic use like whatsapp facebook browsing and calls.
on 26 March 2018,/gp/customer-reviews/R39GBMHLCIBQAM?ASIN=B01DDP7D6W,5.0,Kishan,Product is value for money nice camera...
on 16 September 2018,/gp/customer-reviews/R2J9GV86YJ8RJE?ASIN=B01DDP7D6W,5.0,Amazon Customer,actually this is very good mobile.i have purchased and i gave to my relative. i love flipkart.thank you
on 16 April 2018,/gp/customer-reviews/R3RCBXRVSAR3K2?ASIN=B01DDP7D6W,2.0,Faiz,heat problem and device is really slow
on 3 September 2016,/gp/customer-reviews/R2GBBZQ5G4IC8?ASIN=B01DDP7D6W,5.0,VIKAS.V.VAISHNAV,"I was thinking that if this phone will broken,damage or etc. but it was checked by courier boy and working excellent"
on 1 July 2018,/gp/customer-reviews/R1QYBB1KFO5GYE?ASIN=B01DDP7D6W,5.0,Ajay Pradhan,Nice phone with good display and charging is little bit slow overall performance is good a good satisfied product from Samsung
on 29 June 2018,/gp/customer-reviews/RTBL2EU1VVHA8?ASIN=B01DDP7D6W,3.0,Kumar Mayur,Good product by samsungSatisfactory.But only problem is its Ram and internal spaceOverall nyc by samsung.3 star
on 17 August 2018,/gp/customer-reviews/RMWGYIKVIIOL?ASIN=B01DDP7D6W,1.0,Pramod Dubey ,i ordered just because Samsung Company Product but very bad experience .Phone always hang on.Battery low efficiency.
on 1 March 2017,/gp/customer-reviews/R6LU8MBLYEPON?ASIN=B01DDP7D6W,2.0,Tushar,While using it becomes very hot in 10 mts. This model was purchased by recommendation from a friend. He do not face such temperature issue.Rest of the thing are good. Temperature issue is serious problem.
on 14 June 2018,/gp/customer-reviews/R1RLPYN44OGE4C?ASIN=B01DDP7D6W,4.0,Amazon Customer,"nice product at reasonable price,on time delivery"
date,url,rating,user,opinion
on 19 March 2018,/gp/customer-reviews/R2BVVZQID0ELBR?ASIN=B01DDP7D6W,2.0,Jeni,dont buy it ...bcaz within 1 month it got stucked..to much hanging pblm... hate it ...sumsung suckzz
on 2 May 2018,/gp/customer-reviews/RBVFD1XMAM2R7?ASIN=B01DDP7D6W,1.0,Goutam roy,LOW CAMERA QUALITY ... SLOW SYSTEM ... AND NO CASH BACK FOUND ACCORDING THE SELLER ...
on 20 August 2018,/gp/customer-reviews/R2B2NEQUO2BLF6?ASIN=B01DDP7D6W,5.0,Hemant J Waghmare,First Samsung phone.
on 26 September 2016,/gp/customer-reviews/R2JDISPPTAMW5R?ASIN=B01DDP7D6W,4.0,Aakash,The overall performance is O.K. It is lighter as compared to J7 . The only problem I have encountered is that sound is not very loud. You can't hear the phone ringing from the next room.
on 1 October 2017,/gp/customer-reviews/RV7YYIXBNMY3L?ASIN=B01DDP7D6W,5.0,Priankaa yadhuvanshi,"Its awesome...Best quality,real product,fast delivery...Fully satisfied wid Amazon its wonderful.."
on 10 September 2018,/gp/customer-reviews/R17RJNODAN6UCG?ASIN=B01DDP7D6W,4.0,Amazon Customer,IT'S GOOD AT THIS PRICE 6990. FOR MY POINT OF VIEW YOU CAN BY THIS
on 4 August 2017,/gp/customer-reviews/R1IWQAZIM7CWXK?ASIN=B01DDP7D6W,5.0,Sameer Umarji,This is Really a Good Phone below 10K. Worth the money.
on 30 July 2017,/gp/customer-reviews/R1DQM5MYGPJNWX?ASIN=B01DDP7D6W,4.0,Amazon Customer,It's a pretty good phone and quite a few negative reviews but I am enjoying it. Only thing I miss is the magnetic compass which is not available on this phone. So one star less
on 15 May 2018,/gp/customer-reviews/R3CA248SH3DDD9?ASIN=B01DDP7D6W,4.0,somnath,good
on 6 July 2018,/gp/customer-reviews/R3AKVIGPN50IEA?ASIN=B01DDP7D6W,5.0,Bibhuti B.,Great phone considering the budget
date,url,rating,user,opinion
on 9 February 2018,/gp/customer-reviews/R1CGIVDC8F0Q3F?ASIN=B01DDP7D6W,5.0,Krish,good
on 12 February 2018,/gp/customer-reviews/R1EMANIERRW4EB?ASIN=B01DDP7D6W,4.0,Amazon Customer,nice
on 11 October 2017,/gp/customer-reviews/R31GO1NVN90FDB?ASIN=B01DDP7D6W,5.0,Naman,on 7 pro is gpod phone in this price
on 10 October 2017,/gp/customer-reviews/R1C1MPWOKN2383?ASIN=B01DDP7D6W,1.0,Prasanta Kumar paul,"Package was torn away,.... the bill was scratched away......and the mobile box was pulled out..item returned"
on 14 August 2018,/gp/customer-reviews/R2B8IBYAQ71OFF?ASIN=B01DDP7D6W,3.0,Amith Maliye,Not worth for money. Hanging problem.Looking good. If compare other brands like mi it is 😢😢😢.
on 21 March 2018,/gp/customer-reviews/R64ZOAZVJTLOH?ASIN=B01DDP7D6W,4.0,parveen,Good product but they are giving it for 500rs extra. So buy from Samsung store
on 15 February 2018,/gp/customer-reviews/R2PKQQUSPMGE16?ASIN=B01DDP7D6W,4.0,Veer,Nice
on 2 November 2017,/gp/customer-reviews/R3E0W7EYZLA1LD?ASIN=B01DDP7D6W,4.0,Pallabi,"Good battery backup, good camera,& look is also very good..."
on 18 April 2018,/gp/customer-reviews/RU99K3KIB8RJQ?ASIN=B01DDP7D6W,4.0,Jarnel Singh,"Screen cracked after one year without dropping or any pressure, otherwise phone is working as expected."
on 7 March 2018,/gp/customer-reviews/R157PSJBTQINKK?ASIN=B01DDP7D6W,4.0,Amazon Customer,good in affordable price
date,url,rating,user,opinion
on 17 November 2017,/gp/customer-reviews/R1WWP32B0WZQO5?ASIN=B01DDP7D6W,5.0,Amazon Customer,It is good one. well served by amazon. Thanks AMAZON.
on 17 April 2017,/gp/customer-reviews/R3I0LC0H6A5QDZ?ASIN=B01DDP7D6W,5.0,Surojit Sarkar,Good product
on 11 January 2018,/gp/customer-reviews/R21HW6W9TNR3N6?ASIN=B01DDP7D6W,1.0,bunty,Oder Kia ko 2 mahine ho Gaea tang hokar cancel hi Kar diya
on 10 June 2017,/gp/customer-reviews/R377UKMZA9O5Q5?ASIN=B01DDP7D6W,4.0,senthil kumar,"Very good phone, faster delivery"
on 6 August 2018,/gp/customer-reviews/R1LTKFTJQ264MP?ASIN=B01DDP7D6W,5.0,karan singh,Battery backup is good but too much lagging
on 29 September 2017,/gp/customer-reviews/R2CATCLXMVW0EW?ASIN=B01DDP7D6W,5.0,NITIN PATIL,"Good.  Best model is on7 pro. Battery life ok. Screen is perfect 5.5""."
on 12 November 2017,/gp/customer-reviews/RV8HJASERCOND?ASIN=B01DDP7D6W,3.0,Mohd shuaib,I'm using on7 since one month overall performance is good but battery performance is not satisfactory
on 2 January 2018,/gp/customer-reviews/R3TVDJX4ONBDIZ?ASIN=B01DDP7D6W,4.0,Akash Basu,The phone is perfect if you're looking for a decent daily basis usage smartphone. Priced as 7490 with brand value of Samsung it's a good buying option.
on 6 November 2017,/gp/customer-reviews/R2602BA2TG8GB?ASIN=B01DDP7D6W,5.0,M singh,Excellent
on 13 October 2017,/gp/customer-reviews/RP8ETLT6JN6Y0?ASIN=B01DDP7D6W,1.0,Amazon Customer,useless product hanging problem in this ph dont buy this ph..samsung on7....this ph always hang...
date,url,rating,user,opinion
on 25 May 2018,/gp/customer-reviews/R4G2G4T7TA87I?ASIN=B01DDP7D6W,4.0,Sanku Sinha,Awesome configuration at this price. Headphone is not included in the box :(
on 31 October 2017,/gp/customer-reviews/R2YZM6AQ4CTA0V?ASIN=B01DDP7D6W,3.0,sreela ghosh,it is a good product which is comparatively cheaper to Samsung J 7 and has many features similar to it.
on 5 July 2018,/gp/customer-reviews/R2KCESHH1BMFNL?ASIN=B01DDP7D6W,4.0,Amazon Customer,There is no headphone with this MobileSometimes hanging . But overall nice product.Good looking Mobile add headphone too
on 28 September 2016,/gp/customer-reviews/R21NBLBXVLOKWY?ASIN=B01DDP7D6W,5.0,satish kumar,After using 4 months ....its a good feature phone and smart phone for daily use and camera quality is also good..compare the chinese brands.......good battry life....go for it
on 29 October 2017,/gp/customer-reviews/RKJG59QBDW3U9?ASIN=B01DDP7D6W,5.0,Amazon Customer,"Good product as I expected. Thanks to Amazon, very cheap price at Amazon only compare to other websites"
on 9 September 2016,/gp/customer-reviews/RDXGEG92255FY?ASIN=B01DDP7D6W,5.0,Mohammed Yasin,"Nice phone, I already have bought on 7 but compare to on7 on 7 pro is slightly better in ram."
on 18 July 2017,/gp/customer-reviews/R186G9J66KHR6L?ASIN=B01DDP7D6W,4.0,Amazon Customer,Value for money
on 31 August 2016,/gp/customer-reviews/R17AT9PKEMCM24?ASIN=B01DDP7D6W,5.0,Atul,Nice Phone
on 18 November 2017,/gp/customer-reviews/R1CD8O0GBUOQUU?ASIN=B01DDP7D6W,5.0,RANJEET SINGH,Nice bettery and camera and processer.Where is my 10% cashback on Visa debit card.?
on 17 January 2018,/gp/customer-reviews/RV1GKCP0TNYQH?ASIN=B01DDP7D6W,5.0,Anitesh Pramanick,Cash back not paid.i brought a Samsung on7 pro. 10 %  cash back not paid sbi debit card.
date,url,rating,user,opinion
on 13 April 2018,/gp/customer-reviews/R1V3DKG052XA8I?ASIN=B01DDP7D6W,5.0,T.Maniraj,best in price..camera quality very good..awesome
on 13 April 2018,/gp/customer-reviews/R77PDKDHWONRS?ASIN=B01DDP7D6W,4.0,Rajasekaran,mobile works good past 2 years
on 29 March 2018,/gp/customer-reviews/R158ENBILJBT91?ASIN=B01DDP7D6W,5.0,Asif Raza,very good price is high
on 22 May 2018,/gp/customer-reviews/R9AU0WDQG9GAO?ASIN=B01DDP7D6W,5.0,Amazon Customer,Value for money
on 20 September 2018,/gp/customer-reviews/RRKSEZN07WFS0?ASIN=B01DDP7D6W,4.0,SATISH ANANT GAWDE,Worth the money
on 11 September 2017,/gp/customer-reviews/R4ZB4JCU7849?ASIN=B01DDP7D6W,1.0,Agrawal lakhan kumar G,Mobile is not good it's running long half and hour it's heated 😈😈.so I will not  appreciate with your product
on 11 July 2018,/gp/customer-reviews/R7P4LYDCVJS0T?ASIN=B01DDP7D6W,1.0,TS,Not a good phone battery resulted pathetic in jst 3 mnths! Hardly give 1hr battery backup
on 20 June 2018,/gp/customer-reviews/R7IBVCZVGDRDO?ASIN=B01DDP7D6W,5.0,Amazon Customer,no earphones along with the phone..
on 17 October 2017,/gp/customer-reviews/RL7XJQX03JFUI?ASIN=B01DDP7D6W,5.0,N.Rakesh,amazon given to me a best price  but phone worst.phone charging time 4 to 5hrs.
on 8 March 2018,/gp/customer-reviews/R3UFOWWB3DM76E?ASIN=B01DDP7D6W,4.0,Gunajit D.,Good
date,url,rating,user,opinion
on 19 September 2017,/gp/customer-reviews/R62520XPUUNBH?ASIN=B01DDP7D6W,5.0,Amazon Customer,It's a best deal we made at Amazon...the mobile is grreat at very reasonable price under offer period..thanks
on 19 November 2016,/gp/customer-reviews/R3KXZDP2AN59RL?ASIN=B01DDP7D6W,4.0,bulet r.,Gd ph bt would be bettr with a super amoled display
on 4 February 2017,/gp/customer-reviews/R36AIVON79APJG?ASIN=B01DDP7D6W,5.0,ANIL RAJ.R,Super super super working conditions battery life camera net speed 👍👍👍
on 17 August 2018,/gp/customer-reviews/R35PB1D1F62QPT?ASIN=B01DDP7D6W,5.0,Amazon Customer,Hii ... It's gonaa be 8 months I have purchased this phone everything is excellent but it's charger is not working what shall I do ??
on 29 August 2018,/gp/customer-reviews/R2UEQ3ZB8CIE5E?ASIN=B01DDP7D6W,5.0,RAVI SHEKHAR,"Good product with 2gb ram and 4g support. Decent performence and good battery life, average camera."
on 23 September 2017,/gp/customer-reviews/R3II4SCL8Q5A4K?ASIN=B01DDP7D6W,5.0,Ram Kumar Sharma,Its very good smartphone in Rs.7590 this year 2017
on 14 October 2017,/gp/customer-reviews/R36PHU6GLUWRJS?ASIN=B01DDP7D6W,4.0,Sameer Shaikh,"Samsung on 7 Pro performance is good, picture quality is good, voice quality is good, good budget phone."
on 22 May 2018,/gp/customer-reviews/R3OEC6SK6FQMNI?ASIN=B01DDP7D6W,5.0,babaji,nice
on 14 February 2018,/gp/customer-reviews/R1326WP29NVVXA?ASIN=B01DDP7D6W,4.0,Akash Dey,Good product by Samsung.  I love it but I am little disappointed  when I opened the box and found there is no earphone with the product otherwise good.
on 23 September 2017,/gp/customer-reviews/R2E45FF5E36RLE?ASIN=B01DDP7D6W,3.0,Amazon Customer,Ok not that much bad at the price which I bought also issues with internal memory else good
date,url,rating,user,opinion
on 19 June 2018,/gp/customer-reviews/RR151DJHXBLIQ?ASIN=B01DDP7D6W,4.0,MANSOOR P K,Great value for money...go for it
on 6 September 2017,/gp/customer-reviews/R1DSP5Q8CR9AFJ?ASIN=B01DDP7D6W,4.0,Pradeep Tewani,Nice mobile. Very nice battery backup. Can go for it
on 3 February 2017,/gp/customer-reviews/R7F3S3AVVB0DC?ASIN=B01DDP7D6W,4.0,Amazon Customer,"My Samsung On 7 Pro iz  fantastic. . . Wo b in such a reasonable price. . .you dilevered me this, bfore d estimated date. . .Best wishes. . . . And thank u so much. . . .-Atul Singh"
on 19 December 2017,/gp/customer-reviews/R31EEOLO7FC5JM?ASIN=B01DDP7D6W,5.0,Argha Ghosh,Samsung always best.
on 25 August 2018,/gp/customer-reviews/RV5PI58ZYC4Z9?ASIN=B01DDP7D6W,5.0,Amazon Customer,"It is above satisfactory and below ""wow"". Should have been better work regarding the camera when it's not daylight!"
on 2 November 2017,/gp/customer-reviews/R12BXC1T8RNOO7?ASIN=B01DDP7D6W,5.0,Rama Gupta,very nice mobile.got it on time.thnq amazon.
on 7 June 2018,/gp/customer-reviews/R3T28AZPW3E2B9?ASIN=B01DDP7D6W,5.0,praneetha,GOOD
on 8 April 2018,/gp/customer-reviews/R2EWB1WQ2GSKLY?ASIN=B01DDP7D6W,4.0,Amazon Customer,"I had to replace it once, as it has some display issue at that time. But next mobile was good"
on 12 October 2017,/gp/customer-reviews/R120RDGKNZSZIQ?ASIN=B01DDP7D6W,4.0,Swapan Paul,Overall mobile is good.But camera quality is not up to mark like Samsung.
on 21 August 2018,/gp/customer-reviews/R1EOESN8ALB9GP?ASIN=B01DDP7D6W,3.0,Victor Ebe,Screen Resolution and camera is very poor. Otherwise it is ok.
date,url,rating,user,opinion
on 5 June 2017,/gp/customer-reviews/RFK75FMHWQPHG?ASIN=B01DDP7D6W,5.0,Amazon Customer,Damm good phone at such a low price .. best part its samsung...
on 10 September 2018,/gp/customer-reviews/R3NHSG60NBNA72?ASIN=B01DDP7D6W,5.0,Subhojit Mukherjee,Ok
on 4 August 2017,/gp/customer-reviews/R17E57DUNYVYA6?ASIN=B01DDP7D6W,4.0,Amazon Customer,"Ear phone not connected, Kindly give a suggestion."
on 10 January 2018,/gp/customer-reviews/R1YJY52XF17046?ASIN=B01DDP7D6W,1.0,Amazon Customer,"Mobile camera not good, not supported on video call, i'm totally upset to purchased it,"
on 4 May 2017,/gp/customer-reviews/RT20AFR4MFAKZ?ASIN=B01DDP7D6W,5.0,Shweta sharma,good phone
on 24 April 2018,/gp/customer-reviews/R1NFPN1GECLMMS?ASIN=B01DDP7D6W,5.0,clementina,Good
